,GTEX-1B8KZ-0226-SM-7EWF6,GTEX-1AYD5-0226-SM-79ONV,GTEX-1AMFI-0926-SM-731E4,GTEX-1A3MV-0126-SM-731FQ,GTEX-1AX9K-0226-SM-793CM
chr12:27198000-27198401,45,80,44,0,7
chr12:27207963-27208595,14,0,0,37,18
chr12:27238326-27238638,22,9,8,21,0
chr12:27810801-27811400,34,0,0,20,18
chr12:27975725-27975896,0,9,13,10,0
chr12:29134801-29135000,20,57,74,26,272
chr12:29135389-29135651,58,80,56,12,269
chr12:30518602-30519400,0,192,130,93,0
chr12:31008201-31008801,0,51,25,36,0
chr12:31009400-31009601,5,85,25,68,76
chr12:31259201-31261200,32,0,15,0,19
chr12:31269601-31270200,125,35,84,37,17
chr12:31274801-31275600,50,129,91,95,120
chr12:31279601-31279800,11,0,47,5,0
chr12:31746697-31747149,0,4,71,130,0
chr12:31749202-31749632,68,14,111,171,39
chr12:31756201-31761373,77,37,13,42,6
chr12:31778402-31779199,0,42,107,74,0
chr12:31796402-31798199,726,1823,18,56,325
chr12:31809001-31809400,44,0,89,100,0
chr12:31812802-31813799,22,64,134,188,37
chr12:31817001-31817800,27,27,125,41,0
chr12:31818602-31820799,88,101,363,223,49
chr12:31821001-31821200,55,20,37,10,20
chr12:31822801-31823200,8,18,141,19,17
chr12:31827601-31828399,43,9,90,168,0
chr12:31829801-31830600,17,0,66,19,0
chr12:31831002-31836200,311,145,475,261,97
chr12:31837044-31837432,22,13,19,3,0
chr12:31844601-31845000,11,31,32,0,0
chr12:31859001-31861000,176,36,129,51,32
chr12:31866601-31868199,40,0,105,45,0
chr12:31868401-31868600,0,0,20,10,1
chr12:31868801-31870800,122,41,134,29,37
chr12:32002802-32003999,611,609,726,545,867
chr12:32004401-32005000,0,0,64,43,33
chr12:32010801-32011000,0,16,19,10,9
chr12:32012402-32013884,159,18,32,60,94
chr12:32018601-32019000,52,37,73,16,110
chr12:32020401-32021800,354,555,404,279,804
chr12:32023601-32024000,28,50,44,20,176
chr12:32024802-32028800,424,452,523,195,694
chr12:32030202-32034799,412,257,479,137,608
chr12:32047400-32048400,125,70,262,93,96
chr12:32051001-32053000,71,21,86,13,77
chr12:32068704-32069799,22,9,0,37,19
chr12:32384401-32385800,43,54,12,9,24
chr12:32650600-32651800,109,37,102,65,74
chr12:40136801-40138799,23,19,48,62,112
chr12:41794038-41796199,22,71,38,0,35
chr12:42729207-42730599,22,18,95,0,57
chr12:42801001-42803600,46,18,49,0,0
chr12:42957402-42963199,52,105,51,0,108
chr12:43008601-43010200,0,68,2,0,19
chr12:43148201-43148400,14,32,3,0,0
chr12:43267201-43269400,26,16,39,32,0
chr12:45140001-45140200,11,0,10,0,8
chr12:45673201-45675399,125,29,0,20,0
chr12:45705002-45708200,143,253,321,247,227
chr12:45708401-45708800,0,37,50,7,41
chr12:45712201-45713999,61,13,18,51,0
chr12:45913201-45914600,41,40,0,0,13
chr12:46377800-46378001,0,30,22,10,0
chr12:46380002-46380600,377,562,126,206,347
chr12:46942459-46943599,0,18,16,41,0
chr12:46958802-46960200,16,13,58,17,0
chr12:46962134-46962415,17,3,0,20,0
chr12:47297278-47299599,24,19,5,25,0
chr12:47304001-47304401,189,286,109,38,108
chr12:47558802-47563199,19,16,33,17,38
chr12:47590700-47592200,42,107,89,77,138
chr12:48033801-48034000,12,0,15,23,13
chr12:48035001-48035400,0,24,16,39,9
chr12:48036402-48038800,21,0,192,140,29
chr12:48445402-48449600,307,86,298,182,293
chr12:48803201-48804600,23,30,28,0,0
chr12:48976286-48976662,5,22,11,19,13
chr12:49114293-49114653,38,0,19,57,18
chr12:49776154-49778647,22,15,0,0,37
chr12:49782801-49786399,193,26,36,73,161
chr12:49945543-49945996,0,36,0,10,20
chr12:50295401-50298399,291,478,133,118,164
chr12:50302800-50305200,172,67,18,61,0
chr12:50310001-50310800,118,53,54,10,18
chr12:50311801-50312800,62,36,13,20,18
chr12:50751801-50752800,70,132,48,62,27
chr12:50824602-50825999,33,6,28,79,1
chr12:50828201-50829200,34,70,94,91,59
chr12:50933800-50934000,25,27,10,37,46
chr12:50942401-50943400,17,45,22,54,31
chr12:51222601-51223000,22,0,19,0,10
chr12:51225001-51226400,60,71,62,136,12
chr12:51926116-51926402,8,12,9,16,48
chr12:52002001-52003472,35,73,108,60,97
chr12:52005765-52006186,183,16,48,35,226
chr12:52067001-52067400,0,9,0,13,1
chr12:52522361-52523010,0,0,4,20,37
chr12:52526201-52527400,28,0,12,0,32
chr12:52620401-52622200,385,65,309,227,328
chr12:52626201-52627600,81,51,67,72,27
chr12:53243602-53244999,23,0,8,0,6
chr12:53434002-53436599,27,9,9,0,9
chr12:53678647-53679195,0,26,0,10,4
chr12:54221402-54223399,8,51,63,46,19
chr12:54352912-54353032,0,5,3,6,0
chr12:54941401-54942800,121,30,0,36,13
chr12:54945201-54945400,9,0,9,7,0
chr12:55875001-55876400,0,0,3,62,5
chr12:55898801-55899800,22,6,0,71,0
chr12:56145801-56148199,725,315,713,417,455
chr12:56192887-56193800,30,0,38,38,19
chr12:56195402-56200400,179,121,209,162,156
chr12:56400507-56401355,0,51,15,40,16
chr12:56659052-56659800,22,9,0,12,18
chr12:56695600-56696400,0,14,38,10,0
chr12:56705202-56711200,116,0,61,73,37
chr12:56711601-56711800,0,8,9,1,9
chr12:56875801-56879799,53,38,20,21,4
chr12:56880201-56880600,0,11,0,20,15
chr12:56962202-56962800,24,2,161,82,33
chr12:56978202-56978999,11,35,76,4,36
chr12:56993401-56993800,0,15,38,0,9
chr12:59066001-59068199,0,53,0,8,76
chr12:60333401-60333898,13,0,29,11,0
chr12:61471801-61472000,107,173,69,73,83
chr12:62640002-62643200,23,0,20,34,55
chr12:64169602-64173799,0,46,90,114,36
chr12:64175276-64176000,0,16,0,62,18
chr12:64181084-64181208,23,9,0,6,30
chr12:64181519-64181688,30,9,28,9,0
chr12:64699201-64703599,0,16,128,35,153
chr12:64711801-64712200,25,0,36,0,8
chr12:66002801-66004400,818,1751,840,1151,1282
chr12:66258201-66259200,25,0,55,61,223
chr12:66278601-66281400,0,68,56,76,97
chr12:67676602-67679399,83,64,245,186,111
chr12:67680602-67682599,170,199,320,341,187
chr12:67689401-67689600,37,0,12,11,22
chr12:67704601-67706999,0,2,115,110,11
chr12:67756600-67756800,8,16,6,0,0
chr12:67885401-67886001,20,18,26,41,8
chr12:67890602-67892711,44,35,56,63,0
chr12:69290601-69294200,26,17,18,19,0
chr12:69320601-69324200,21,21,27,0,0
chr12:69417001-69417600,41,59,62,0,28
chr12:69425601-69426000,10,75,30,20,45
chr12:69428601-69428800,13,11,3,0,0
chr12:69428804-69429155,0,6,15,0,8
chr12:69430801-69432400,45,0,18,21,19
chr12:69621401-69625800,52,16,0,17,5
chr12:70983002-70984400,23,0,39,11,0
chr12:70994067-70995200,0,55,0,19,18
chr12:71708371-71708483,4,14,8,5,6
chr12:71731400-71732401,100,50,135,129,35
chr12:72672401-72679399,31,119,115,95,148
chr12:76010401-76012199,0,0,18,2,17
chr12:76035271-76035468,2,0,0,20,2
chr12:76632800-76634800,77,9,0,89,42
chr12:76636001-76638199,0,16,8,17,8
chr12:76685001-76685999,41,70,0,20,0
chr12:79521602-79524599,0,18,19,0,11
chr12:79531201-79533199,0,19,38,19,0
chr12:79554801-79555599,2,34,90,24,50
chr12:79565402-79567999,0,12,89,56,0
chr12:80782801-80783799,23,9,0,10,91
chr12:85462801-85463472,20,0,19,16,19
chr12:85464801-85466000,23,18,36,37,71
chr12:87819801-87820000,16,0,7,0,35
chr12:90106737-90107126,0,9,0,20,6
chr12:91913401-91914600,50,0,12,19,37
chr12:91920201-91922199,23,0,58,46,0
chr12:91922401-91922800,0,10,9,26,0
chr12:91926401-91927600,0,30,19,0,14
chr12:91931081-91931799,0,0,38,20,18
chr12:91934801-91938399,16,0,36,0,17
chr12:91946801-91949000,0,0,69,50,38
chr12:91968801-91969000,15,5,19,67,18
chr12:91973802-91974967,0,58,169,196,106
chr12:91977402-91979200,83,17,109,212,29
chr12:91983001-91983400,0,0,59,53,14
chr12:92227801-92228400,0,46,32,0,9
chr12:92498001-92499200,10,0,57,35,0
chr12:92502378-92503427,111,28,176,59,37
chr12:92503505-92504208,17,0,62,1,19
chr12:92505504-92506255,0,36,86,20,46
chr12:92510002-92514600,612,716,982,212,172
chr12:92514801-92516647,44,18,77,0,16
chr12:92519201-92519800,37,40,19,0,0
chr12:92554229-92554609,0,18,47,22,0
chr12:92582401-92583320,105,32,9,10,28
chr12:92584601-92586000,0,11,19,0,19
chr12:92600601-92608999,0,30,42,22,20
chr12:92942401-92944329,109,65,39,41,0
chr12:92955801-92957001,14,33,38,21,0
chr12:92964601-92964800,19,13,14,0,23
chr12:92968001-92975400,110,63,150,100,46
chr12:92977201-92979200,0,17,48,57,44
chr12:92988249-92988597,15,14,0,14,0
chr12:92995001-92996400,79,18,17,9,0
chr12:93518801-93519200,0,6,14,0,16
chr12:94010002-94014400,52,74,95,0,16
chr12:94030202-94034199,0,34,20,21,0
chr12:94046802-94048999,69,18,39,26,0
chr12:94052602-94053611,0,54,0,61,18
chr12:94143295-94143601,0,17,6,12,0
chr12:94143802-94144799,22,82,77,0,4
chr12:94534202-94536399,19,0,11,14,0
chr12:94551201-94551800,63,92,141,170,144
chr12:94552202-94553799,153,200,126,455,454
chr12:94557601-94558200,0,19,67,73,75
chr12:94560864-94561169,1,8,9,1,27
chr12:94566401-94566600,0,21,9,10,17
chr12:94670801-94671000,37,38,4,46,0
chr12:94676091-94676557,11,32,0,10,0
chr12:94699401-94700600,0,0,19,21,8
chr12:94703802-94707399,113,70,36,131,17
chr12:94712802-94718999,18,15,39,0,0
chr12:94730601-94731001,0,4,14,10,22
chr12:94731801-94732800,188,60,27,76,37
chr12:94733801-94734200,22,24,0,13,0
chr12:94741000-94742166,130,11,0,34,0
chr12:94761202-94765000,22,37,0,0,18
chr12:94776602-94780002,117,0,56,60,110
chr12:94783601-94784601,68,0,0,20,29
chr12:94795002-94796399,58,11,0,20,19
chr12:94802601-94803400,0,14,10,23,0
chr12:94804913-94807200,51,36,11,18,0
chr12:95009601-95010599,22,0,15,0,12
chr12:95970402-95971599,3,0,51,0,104
chr12:96112401-96113600,12,11,3,0,0
chr12:96119801-96122399,23,22,0,0,55
chr12:96129801-96132000,29,0,19,20,13
chr12:96132401-96132600,15,9,0,0,15
chr12:96133809-96134298,57,0,9,0,18
chr12:96175202-96178800,0,17,18,4,8
chr12:96182401-96184200,0,13,52,0,31
chr12:96186001-96188799,0,37,35,19,27
chr12:96190001-96191200,52,36,36,1,37
chr12:96272001-96272400,34,26,82,49,27
chr12:96274201-96274800,65,37,158,51,18
chr12:96275001-96275400,11,18,0,4,0
chr12:98304601-98305000,11,23,0,30,18
chr12:98344002-98345860,36,0,4,0,20
chr12:98462001-98472000,0,60,25,27,0
chr12:98474802-98475999,37,36,36,27,19
chr12:98479401-98480400,0,17,0,39,9
chr12:98509002-98509799,0,72,32,41,52
chr12:98552801-98553000,38,38,29,61,29
chr12:100146601-100147400,112,216,121,31,190
chr12:100151001-100151801,49,179,73,20,145
chr12:100152000-100152600,108,215,35,88,81
chr12:100154525-100155279,56,25,75,91,77
chr12:101489401-101491999,10991,12760,4369,3032,13244
chr12:101853602-101862771,41,11,34,0,22
chr12:104108602-104109600,559,840,562,340,624
chr12:104351001-104351200,19,0,40,10,0
chr12:104351401-104352528,28,199,182,196,122
chr12:104353180-104359553,19,38,210,190,87
chr12:104361600-104362200,11,0,19,13,28
chr12:104381402-104382800,0,27,19,55,55
chr12:104411602-104415599,17,14,50,0,34
chr12:104452401-104452600,62,23,22,26,55
chr12:104768002-104769799,0,87,59,17,139
chr12:105477802-105481399,0,43,0,83,53
chr12:106147923-106148600,0,4,18,5,18
chr12:106149000-106149800,0,17,0,10,45
chr12:106187401-106189200,0,92,36,0,38
chr12:106195202-106196304,23,56,19,43,0
chr12:106223402-106225599,0,66,19,0,76
chr12:106226402-106231599,0,12,19,42,12
chr12:108599201-108599400,0,0,26,29,40
chr12:108600926-108601435,0,18,18,62,85
chr12:108604201-108604800,65,32,112,325,177
chr12:108605201-108606999,234,142,347,476,312
chr12:108608402-108611199,92,85,67,345,150
chr12:108616941-108617163,0,0,1,31,11
chr12:108617409-108617641,7,0,19,7,19
chr12:108644038-108644135,6,0,31,4,7
chr12:108742201-108747600,0,19,34,36,33
chr12:108750401-108752700,0,14,0,49,11
chr12:108772001-108775799,22,55,19,41,23
chr12:109539201-109540200,0,31,15,10,0
chr12:109544402-109546400,134,187,76,54,122
chr12:109613200-109614000,0,37,9,19,0
chr12:109777201-109778000,432,618,637,673,905
chr12:109779389-109779800,3,46,16,28,24
chr12:109836402-109842599,148,286,197,218,208
chr12:110090801-110092600,0,17,2,0,17
chr12:110370401-110372400,110,357,104,135,209
chr12:111903904-111904247,45,18,34,71,13
chr12:111924601-111926000,215,71,39,144,75
chr12:113048601-113050399,21,0,57,19,0
chr12:113792001-113792200,17,30,6,30,16
chr12:113795401-113795800,80,32,28,12,8
chr12:113802801-113803800,22,0,52,40,18
chr12:113808200-113808601,273,378,174,180,129
chr12:115313801-115314800,0,0,63,32,27
chr12:115948400-115948800,14,0,0,16,38
chr12:115952400-115953801,0,0,19,41,6
chr12:116330801-116340600,29,35,74,79,0
chr12:116537388-116537654,7,57,55,0,35
chr12:116542401-116544000,33,33,113,43,65
chr12:116544201-116545136,0,18,19,39,0
chr12:116545601-116546401,22,60,77,104,18
chr12:117032202-117034800,840,1221,426,607,717
chr12:118422361-118423208,88,105,339,114,168
chr12:118432801-118433400,0,46,38,35,35
chr12:118433801-118434000,0,18,8,31,0
chr12:120277201-120277799,22,0,8,5,0
chr12:120286602-120288200,0,17,16,43,53
chr12:120676602-120681400,0,17,24,19,17
chr12:121123402-121125400,77,29,17,21,0
chr12:121201802-121203599,67,37,18,19,6
chr12:121598601-121599400,221,111,81,205,177
chr12:121600801-121601600,143,188,88,93,55
chr12:121609802-121611800,74,73,20,13,114
chr12:121614801-121617400,23,0,0,35,45
chr12:121619001-121621400,0,67,18,0,38
chr12:121678601-121679800,0,35,38,99,8
chr12:121690844-121691675,0,79,0,41,18
chr12:121865601-121867000,0,0,14,9,54
chr12:121871550-121871811,19,5,0,0,4
chr12:121880601-121881000,88,37,35,33,29
chr12:122076444-122076715,0,55,17,0,10
chr12:122659201-122660447,0,18,14,0,13
chr12:122669201-122670308,26,36,0,39,74
chr12:122676402-122683999,227,323,135,185,265
chr12:122721204-122721342,52,12,40,0,54
chr12:122722495-122722688,13,10,1,10,36
chr12:122737801-122739400,33,93,6,23,0
chr12:122864601-122864800,19,40,44,21,23
chr12:122909002-122910999,128,109,43,344,132
chr12:123286601-123287400,22,18,17,0,0
chr12:123599401-123600000,8,0,34,0,18
chr12:124581202-124583200,0,19,20,21,0
chr12:124586201-124587200,0,12,2,10,0
chr12:124660002-124661799,0,8,63,0,38
chr12:124663155-124666007,55,69,94,19,178
chr12:124705401-124706200,0,15,71,32,34
chr12:124719053-124723399,0,15,66,59,16
chr12:124890401-124891400,52,6,12,28,36
chr12:124909518-124909895,0,9,27,0,18
chr12:124932001-124933600,86,50,142,8,109
chr12:124938656-124938789,51,10,22,8,22
chr12:124939533-124940121,104,27,166,66,52
chr12:125146001-125146200,0,37,0,41,1
chr12:126901000-126901800,22,15,19,0,16
chr12:128787602-128790799,129,85,56,147,127
chr12:128840927-128841280,22,0,17,0,16
chr12:128843570-128843862,613,1337,1229,1974,4763
chr12:128850401-128850600,65,10,9,10,12
chr12:128852219-128852573,224,564,1147,1047,1573
chr12:131300801-131301200,11,0,0,48,81
chr12:131445201-131446200,0,17,0,20,37
chr12:131459001-131460000,22,15,0,5,0
chr12:131632401-131634347,40,0,22,58,150
chr12:131671201-131674600,20,0,82,83,16
chr12:131803401-131805000,124,46,0,21,15
chr12:131808938-131809276,0,9,0,20,16
chr12:131810801-131811200,0,18,0,102,189
chr12:131812001-131812200,16,6,9,24,118
chr12:132172801-132173600,11,46,19,34,45
chr12:132173801-132175400,0,72,20,63,0
chr12:132428638-132428906,11,56,78,30,19
chr12:132429065-132429331,3,18,34,1,11
chr12:132431028-132431130,0,20,27,6,6
chr12:132434299-132434476,0,2,9,8,0
chr12:132444948-132446365,208,112,167,290,85
chr12:132476022-132477210,56,105,172,319,151
chr12:132481703-132482224,360,100,280,365,290
chr11:269336-269813,200,304,582,472,748
chr11:274401-275600,167,156,531,405,1009
chr11:276601-276800,90,69,131,80,234
chr11:316246-316608,519,1339,375,287,929
chr11:316965-317318,462,666,360,376,942
chr11:339602-342999,106,45,43,101,110
chr11:531001-531400,22,53,53,90,20
chr11:575158-575435,121,46,62,6,56
chr11:575455-575561,15,33,7,0,21
chr11:629100-629570,22,0,19,93,18
chr11:744049-744224,2,0,2,16,0
chr11:816033-816324,0,7,31,3,0
chr11:1039914-1042799,341,368,572,784,717
chr11:1043644-1043838,54,21,25,72,33
chr11:1056601-1057000,244,578,172,522,340
chr11:1060201-1061800,131,270,67,356,203
chr11:1202787-1204306,0,18,19,39,0
chr11:1264575-1264710,0,24,14,13,19
chr11:1271200-1271600,113,101,236,85,171
chr11:1316401-1320599,0,0,37,28,10
chr11:1330001-1331600,23,19,0,39,37
chr11:1502002-1511400,211,91,167,229,93
chr11:1512501-1519599,74,51,162,231,88
chr11:1519604-1522399,0,54,35,117,55
chr11:1522801-1526401,48,56,178,180,94
chr11:1527801-1529599,64,0,41,83,0
chr11:1534601-1538199,0,17,119,161,31
chr11:1669001-1671200,23,32,0,29,38
chr11:1844189-1845077,50,129,56,48,49
chr11:2014001-2014800,0,37,0,111,11
chr11:2277001-2278400,131,18,39,20,62
chr11:2285802-2287600,2153,2319,1189,627,1235
chr11:2288602-2289200,244,167,96,17,65
chr11:2289402-2290800,219,345,302,39,190
chr11:2325759-2327600,63,60,152,170,57
chr11:2424401-2425800,0,0,39,41,19
chr11:3169181-3169486,72,44,26,66,37
chr11:3169652-3169877,5,20,9,33,27
chr11:3169923-3170320,11,0,6,15,0
chr11:3177802-3178829,0,36,28,57,24
chr11:3582601-3585200,38,44,39,42,19
chr11:6062601-6063400,0,28,0,74,30
chr11:6191202-6194999,39,37,91,77,355
chr11:6196466-6196629,13,0,7,2,0
chr11:6248201-6248624,0,0,11,10,29
chr11:6384778-6386163,41,27,19,33,83
chr11:6443202-6443884,96,24,139,32,123
chr11:6667402-6669199,64,70,48,58,38
chr11:6669602-6678199,1518,649,1301,1436,826
chr11:6678397-6678710,91,19,67,61,9
chr11:6679401-6679600,20,15,72,60,10
chr11:6687401-6687999,259,526,274,232,271
chr11:6690319-6691199,366,251,471,215,272
chr11:6692996-6696999,1006,1116,1400,842,1064
chr11:6702598-6704400,2344,2135,1919,1677,2192
chr11:6705801-6707000,727,1025,735,508,891
chr11:6707401-6709600,3088,3471,1354,1027,2282
chr11:8194201-8198600,26,0,16,0,16
chr11:8610601-8611200,32,27,0,19,18
chr11:8934401-8935799,35,102,103,0,27
chr11:9533001-9535814,0,17,39,7,38
chr11:9550002-9553025,135,62,126,16,75
chr11:9615221-9615353,0,39,26,0,31
chr11:9618010-9618275,7,9,46,40,9
chr11:9619801-9620000,0,7,25,52,50
chr11:9620201-9620400,22,25,60,14,0
chr11:9651201-9653400,23,85,19,0,49
chr11:9656001-9656400,17,0,0,59,35
chr11:10297783-10299000,162,292,272,216,475
chr11:10299201-10299600,11,55,128,99,103
chr11:10301735-10302070,17,23,57,10,68
chr11:10911002-10915200,508,500,218,422,414
chr11:10916704-10921200,20,38,171,128,0
chr11:10924602-10928399,17,13,38,0,0
chr11:11253601-11254000,0,24,27,8,6
chr11:11261401-11261800,83,99,383,111,30
chr11:12547401-12548600,23,29,15,17,35
chr11:12555801-12558199,0,37,39,0,17
chr11:14373602-14375600,155,68,94,0,37
chr11:14407202-14418399,83,95,128,243,167
chr11:14423724-14424100,3,0,0,20,18
chr11:14435601-14436400,32,37,28,34,43
chr11:14437601-14437800,39,15,9,0,25
chr11:14438801-14440000,66,80,62,88,131
chr11:14894001-14899800,694,628,1202,582,1578
chr11:15471202-15473199,32,19,0,21,19
chr11:18191201-18192000,4,14,4,4,11
chr11:18368002-18370000,0,73,134,111,0
chr11:18527602-18528017,107,99,38,32,10
chr11:26944602-26948800,0,20,0,62,41
chr11:26991602-26993000,0,61,12,57,94
chr11:27011601-27014490,21,0,18,11,57
chr11:27293801-27295199,46,20,35,0,26
chr11:27295801-27296200,65,5,0,10,8
chr11:27328401-27329801,41,11,26,9,120
chr11:28529038-28530036,162,260,58,145,169
chr11:30341801-30344999,67,155,179,78,263
chr11:30345879-30346715,48,42,42,40,98
chr11:30363801-30365400,23,0,0,102,55
chr11:30365801-30366000,0,0,3,9,31
chr11:32468401-32470000,23,64,122,97,107
chr11:32477801-32479600,0,35,0,19,17
chr11:33226802-33229200,21,17,0,19,0
chr11:33234201-33236399,88,21,5,0,0
chr11:33919001-33922400,5,0,17,23,0
chr11:33970001-33972800,20,0,0,19,17
chr11:35029002-35037999,53,32,68,73,78
chr11:35045050-35045711,0,18,19,0,18
chr11:35047935-35048133,9,74,2,45,19
chr11:35051372-35051674,0,16,73,49,93
chr11:35052060-35052374,35,3,30,2,50
chr11:35056302-35060600,283,486,442,239,295
chr11:35061648-35069600,249,96,262,280,148
chr11:35130801-35131800,22,0,36,59,14
chr11:35608202-35609399,0,29,9,0,19
chr11:36256802-36259210,46,17,12,0,18
chr11:36466601-36467600,567,1107,721,1394,1015
chr11:36467801-36468400,700,714,392,723,823
chr11:36469200-36469401,462,546,230,261,538
chr11:36469800-36471200,111,245,744,706,302
chr11:36478601-36478801,100,262,162,59,158
chr11:36702402-36703400,0,14,19,0,1
chr11:41497002-41499999,0,7,11,20,0
chr11:44625905-44626056,10,31,0,7,0
chr11:44631801-44639400,284,740,231,227,1072
chr11:44708002-44712999,44,0,19,0,18
chr11:45641002-45646999,0,102,61,24,0
chr11:46391169-46391380,11,30,0,0,16
chr11:46597147-46598199,312,507,232,234,344
chr11:46600001-46600200,73,77,14,10,55
chr11:46600291-46601000,41,116,137,108,116
chr11:46601181-46601600,135,108,69,220,135
chr11:47454105-47454862,29,0,105,7,34
chr11:47599201-47600200,34,38,48,110,82
chr11:47606200-47606600,161,258,157,154,145
chr11:47606665-47608799,734,654,428,713,562
chr11:47611001-47613000,116,243,122,160,117
chr11:47884802-47891800,31,25,26,0,8
chr11:47899202-47901399,23,0,0,8,13
chr11:56884801-56885717,90,27,29,19,17
chr11:56949201-56949600,13,0,9,41,9
chr11:57071602-57073999,21,0,51,0,17
chr11:57155001-57157799,0,88,89,0,24
chr11:57162601-57163639,0,49,77,21,28
chr11:57164401-57164600,0,0,6,12,10
chr11:57195201-57195400,0,9,14,11,9
chr11:57195602-57197200,0,35,34,0,23
chr11:57202201-57208199,53,36,129,89,97
chr11:57216402-57217999,0,62,87,21,245
chr11:57218601-57220199,19,0,38,52,89
chr11:57224201-57225001,0,0,22,18,16
chr11:57240202-57243599,20,99,56,0,12
chr11:57429602-57436799,96,35,73,29,0
chr11:57453401-57453801,11,20,0,10,0
chr11:57536602-57537799,245,315,57,82,56
chr11:57569350-57569577,0,8,2,9,16
chr11:57629401-57629600,0,34,6,28,9
chr11:58494601-58495000,417,209,367,290,45
chr11:58512801-58513801,38,36,58,27,0
chr11:58514000-58514201,11,9,29,18,17
chr11:58525445-58525602,13,17,15,0,0
chr11:58629202-58630238,32,104,192,122,19
chr11:58769402-58778200,592,224,235,956,516
chr11:58787685-58789004,23,19,0,0,18
chr11:59076402-59079999,231,113,1555,606,58
chr11:59080600-59081000,0,0,125,20,9
